ID,Fname,Lname,birthday,gender,nationality,experience,matches,wins,losses,awards,position,height,weight,shirtNumber,CoachID
18352,Papageno,McCafferty,03/08/1963,Male,DE,16,934,450,454,1,PG,185,82,16,18414
18353,Elvis,Starsmore,21/06/1963,Male,ID,17,845,252,286,5,PF,203,87,21,2240
18354,Wyn,Horstead,08/01/1977,Male,IE,9,647,274,268,4,SF,190,88,23,11076
18355,Loutitia,Capron,12/01/1979,Female,ID,20,987,97,295,9,PG,205,60,12,14837
18356,Ferdinanda,Kemmett,02/11/1989,Female,SE,14,306,206,17,1,PG,201,73,1,5298
18357,Pansie,O'Hone,18/07/1974,Female,SZ,30,818,133,259,4,PG,210,84,24,5111
18358,Kate,Ox,11/12/1969,Female,CN,34,245,15,417,10,C,206,68,18,15320
18359,Alex,Stave,16/01/1989,Male,UA,13,544,416,342,1,PG,192,86,24,15119
18360,Peterus,Petriello,04/07/1976,Male,PE,9,7,305,379,6,PF,209,88,25,8809
18361,Darci,Horsted,23/10/1988,Female,PE,2,221,147,28,7,SF,203,85,2,240
18362,Vita,Figure,29/09/1988,Female,ID,40,839,291,498,6,PF,197,83,25,12043
18363,Bartie,Kemmey,07/05/1987,Male,UA,11,760,417,268,9,SG,204,85,15,5046
18364,April,Lambin,27/03/1977,Genderfluid,BO,23,931,45,304,5,C,202,68,16,18027
18365,Heather,Arent,16/03/1973,Female,FR,40,5,404,161,3,PG,187,67,1,3161
18366,Kerrill,Peddar,20/09/1973,Female,KZ,8,520,146,119,10,C,199,63,32,1343
18367,Charmane,Dufour,02/11/1988,Agender,DM,23,152,55,297,10,C,202,88,20,11470
18368,Haleigh,Kluss,21/07/1973,Female,BR,35,605,362,62,8,SG,198,77,17,5912
18369,Jehu,Walenta,26/04/1966,Male,TN,30,104,360,300,3,PF,206,72,38,12319
18370,Kirbee,Engeham,15/03/1989,Female,MA,34,119,478,318,6,PF,209,87,4,13008
18371,Josiah,Klehn,27/02/1973,Male,ZA,2,273,159,499,4,SG,185,87,13,17444
18372,Mandy,Blampy,10/09/1984,Female,ID,35,141,147,234,3,SG,209,75,4,10798
18373,Abram,Gres,15/09/1967,Polygender,MY,13,546,193,319,6,PG,199,71,19,1263
18374,Kendre,Bebbington,13/09/1967,Female,ID,24,906,31,298,8,C,208,76,31,19556
18375,Pansy,McGowing,01/09/1981,Non-binary,PH,36,793,72,182,8,SG,198,67,11,12204
18376,Hadria,Balog,23/03/1981,Bigender,FR,16,763,360,198,7,C,186,75,23,1549
18377,Orbadiah,Tutsell,02/09/1966,Male,CN,26,164,8,123,7,PF,189,87,4,12718
18378,Caril,Shasnan,11/11/1970,Female,CZ,26,110,433,215,10,PG,186,64,6,5872
18379,Tomi,Chavey,30/07/1972,Genderqueer,SY,23,90,373,20,9,SF,201,67,23,16222
18380,Rouvin,Plascott,06/05/1965,Male,PH,23,46,397,335,4,SF,186,85,26,8582
18381,Nickie,Dodell,14/01/1968,Male,CN,18,501,336,282,3,SG,203,67,30,12601
18382,Gordon,Coronas,29/05/1982,Male,RU,9,355,70,350,3,SF,187,86,25,14904
18383,Hasheem,Callum,29/09/1981,Male,CN,29,830,339,167,1,C,200,79,4,10621
18384,Salvidor,Pagan,15/07/1982,Male,RU,6,192,192,76,8,PF,196,80,28,16505
18385,Codi,Melrose,15/08/1984,Male,NG,23,273,486,111,8,C,207,66,31,8792
18386,Doy,Mordan,30/04/1962,Male,KZ,8,910,469,285,3,C,192,70,25,7445
18387,Woodrow,Pring,15/02/1986,Male,RU,3,317,131,412,2,PF,190,66,15,16849
18388,Dorolisa,Lambertz,29/11/1978,Female,SE,34,618,280,112,10,PG,208,69,5,18150
18389,Ransom,Merfin,07/08/1975,Male,CN,25,761,233,77,9,C,203,60,28,15298
18390,Nevile,Seller,04/03/1984,Male,PL,23,339,443,335,5,PF,185,74,38,9984
18391,Francisca,Kondratowicz,08/10/1981,Genderfluid,ID,26,79,464,234,6,PF,191,87,15,16481
18392,Read,Crossthwaite,20/09/1987,Male,TH,3,205,92,89,3,C,207,61,38,1238
18393,Rosalie,Jeffrey,04/09/1960,Female,RU,17,192,229,482,6,PF,207,84,14,17610
18394,Jocelyne,Klempke,12/01/1964,Female,RU,22,231,303,354,8,PF,193,63,24,12041
18395,Gwenette,Fredi,26/10/1971,Polygender,CN,15,816,81,432,7,SF,208,90,24,9623
18396,Sidonnie,Kelle,27/05/1984,Female,BR,31,896,397,179,2,PG,205,70,4,16238
18397,Maxwell,Pitcock,26/03/1979,Non-binary,CZ,24,952,1,177,4,PG,191,69,6,9428
18398,Les,Rhoddie,19/06/1972,Male,PH,11,938,411,77,8,SG,187,72,1,5501
18399,Holly,Beagrie,25/09/1963,Male,PH,23,850,362,407,9,SG,192,64,30,2804
18400,Johnna,Grocutt,01/10/1978,Female,CN,12,142,117,389,5,PG,207,69,25,14717
18401,Briney,Streater,18/11/1984,Female,CN,30,721,14,280,8,SF,196,90,14,5806
18402,Sanford,Mirralls,24/08/1971,Male,CZ,17,776,281,21,2,SG,188,77,8,9988
18403,Brandi,Plumb,23/08/1971,Female,PH,14,18,21,249,4,PG,210,70,9,13512
18404,Karol,Bulbrook,28/07/1966,Female,NG,3,545,262,258,10,SG,187,69,7,8414
18405,Danit,Blodgetts,24/11/1984,Female,SE,38,753,495,241,5,SF,209,79,4,11361
18406,Kirbie,Faussett,20/10/1980,Female,CN,28,780,129,316,7,SF,202,67,23,15560
18407,Gordan,Aujouanet,01/08/1970,Male,VN,10,826,306,105,6,SF,188,80,4,9045
18408,Norine,Rioch,20/07/1985,Female,IR,4,141,7,66,1,SG,188,80,7,19504
18409,Nichols,Lawrance,20/11/1974,Male,KR,16,496,169,386,3,C,205,62,8,3687
18410,Albrecht,Hise,26/12/1975,Male,NZ,12,174,163,234,7,PG,199,68,11,12623
18411,Dillon,Ackenson,03/06/1979,Genderqueer,ID,29,407,115,470,6,PG,197,71,25,6966
18412,Ardelia,Dudden,12/12/1968,Female,PH,14,974,330,23,2,C,193,78,33,6033
18413,Cris,Beckles,05/03/1966,Male,MN,11,431,34,238,9,C,191,88,35,17290
18414,Ashely,Peat,05/05/1979,Female,CN,9,510,464,215,3,PG,206,81,28,5771
18415,Salomon,Russam,28/04/1971,Male,CA,6,766,329,90,8,PG,191,87,14,8957
18416,Gaby,Chick,12/02/1963,Female,CN,8,789,334,320,2,SG,186,63,23,13697
18417,Hendrik,Crop,21/06/1971,Male,FR,23,671,135,397,6,SF,191,78,30,17427
18418,Brook,McClymont,21/02/1986,Male,NG,37,569,338,417,10,PF,209,60,2,14537
18419,Mathias,Tomaszewicz,28/03/1980,Male,CN,2,996,43,194,3,PF,201,60,2,17200
18420,Lilian,Larret,07/06/1985,Female,CN,22,235,408,34,3,PF,203,87,8,13047
18421,Judas,Messenbird,25/10/1975,Male,CN,29,222,350,445,3,PG,185,81,29,13242
18422,Winfield,Gally,12/12/1971,Male,ID,39,504,266,486,1,SF,201,75,20,547
18423,Stoddard,Biaggioli,05/09/1986,Female,CN,22,868,12,177,5,PG,199,80,27,6927
18424,Fitz,Kapiloff,09/02/1986,Male,UG,23,113,132,223,4,PG,204,66,10,15741
18425,Catina,Rosenboim,04/12/1963,Polygender,FR,10,295,214,20,4,PG,195,78,13,12456
18426,Joelle,Pinkney,19/11/1985,Female,JP,10,646,400,493,2,SF,194,74,29,10274
18427,Stella,Falck,16/07/1960,Genderfluid,CZ,30,67,90,264,7,SF,191,77,5,9066
18428,Mahmud,Birk,23/12/1974,Male,CN,29,512,379,52,2,SF,194,68,28,647
18429,Anthe,Dishman,11/10/1984,Female,TD,5,553,49,2,5,PG,203,84,19,17611
18430,Mendie,Francais,09/03/1968,Male,FR,18,396,106,320,6,PF,209,61,8,12732
18431,Ingamar,Figgs,21/05/1967,Male,MY,9,264,475,193,1,SG,203,63,40,18299
18432,Pen,Borrel,03/12/1988,Female,PS,14,343,149,101,7,SF,197,73,8,3830
18433,Meggi,Constantine,27/10/1984,Female,RU,3,153,172,87,9,PF,196,79,1,12243
18434,Antonia,Zealy,28/11/1969,Female,RU,23,632,303,128,5,SF,190,82,27,19746
18435,Angil,Samms,04/04/1960,Female,MX,15,963,195,57,7,PF,199,78,19,6440
18436,Lorianne,Bilbrook,22/11/1973,Female,PT,18,720,275,332,6,PG,189,86,33,6950
18437,Fae,Heathcoat,29/08/1976,Female,PH,1,258,434,253,1,SG,189,69,11,8517
18438,Caesar,Billitteri,06/02/1987,Male,AR,14,951,124,235,7,C,198,73,2,8793
18439,Karina,Vennard,16/02/1977,Female,MX,9,60,90,411,2,SF,196,82,1,15994
18440,Petronille,Storek,19/05/1983,Female,CN,30,403,386,134,2,PG,201,71,38,15301
18441,Rodie,Jentin,25/09/1983,Female,ID,27,817,30,64,4,C,189,61,19,18976
18442,Lance,Allred,03/03/1981,Male,HT,40,377,218,302,10,PG,204,88,6,1592
18443,Rossie,Mougenel,04/04/1965,Male,ID,36,50,470,140,8,C,187,64,29,5925
18444,Benedikta,Shurmore,23/01/1987,Female,BR,40,515,476,247,10,SF,205,85,28,3968
18445,Jarret,Sutter,11/12/1988,Agender,SY,35,893,292,14,2,PF,192,82,31,3153
18446,Holly,Bawle,30/10/1982,Male,AL,5,767,363,119,1,PF,191,82,37,10710
18447,Scott,Jakuszewski,21/01/1973,Male,BR,20,745,413,492,7,SG,200,64,18,7874
18448,Iris,Hearons,10/01/1963,Female,GR,14,787,134,200,5,SF,202,65,35,2009
18449,Allianora,Tansill,10/10/1974,Female,ID,38,418,168,481,7,PF,202,88,40,3357
18450,Rycca,Duran,05/07/1962,Female,IR,40,814,128,80,4,PF,191,73,9,3163
18451,Wynny,Lehr,08/07/1961,Female,TH,15,281,64,452,4,PG,202,71,26,5702
18452,Hal,Halsho,08/07/1985,Male,KG,36,430,414,345,9,PF,185,64,22,13316
18453,Ring,Blant,16/11/1970,Male,SD,9,75,116,290,10,PG,203,66,18,5999
18454,Richmond,Andreev,01/09/1970,Male,ID,33,447,426,207,4,PF,194,75,22,15971
18455,Othilie,Marcum,01/02/1964,Female,RU,11,76,447,231,5,SG,205,74,25,18571
18456,Thain,Purnell,28/02/1973,Male,GR,17,274,388,318,7,SF,200,89,1,17592
18457,Lexy,Daniely,15/11/1972,Female,DE,25,673,358,280,6,SF,203,79,12,18785
18458,Gianni,Eveling,05/10/1975,Male,CL,38,780,183,395,6,C,192,75,1,14022
18459,Riccardo,Mayou,22/04/1986,Male,CN,13,81,158,120,9,PF,188,75,14,14713
18460,Adelina,Gerriet,30/03/1981,Genderqueer,BG,29,194,436,309,3,SF,196,84,25,18607
18461,Kellen,Cestard,11/10/1966,Female,RU,16,858,112,126,6,SF,210,86,38,7289
18462,Deerdre,Gonnet,03/09/1967,Female,US,33,339,30,329,6,SG,197,84,29,12360
18463,Elayne,Curle,29/02/1960,Female,UZ,12,839,134,302,1,C,208,66,17,15565
18464,Vannie,Mell,19/07/1964,Female,MX,31,481,343,381,2,PF,191,76,37,472
18465,Opal,Loosmore,18/08/1970,Bigender,MX,37,755,305,418,9,PF,207,77,12,13262
18466,Arline,Pantry,01/11/1966,Female,SE,7,648,49,214,6,SF,210,77,4,6980
18467,Arabelle,Scarlin,05/06/1960,Female,VE,7,912,213,16,8,PF,197,63,15,9244
18468,Flori,Worling,13/09/1982,Female,PT,4,973,368,375,10,PG,205,75,10,19828
18469,Roman,Sancias,02/09/1963,Male,PT,30,248,444,321,1,PG,199,84,25,9597
18470,Chev,Boagey,02/06/1988,Male,HT,16,698,158,49,4,SF,186,66,6,10106
18471,Nestor,Paolo,20/09/1985,Male,AU,34,656,167,263,7,PG,209,86,23,15530
18472,Wallis,Jezard,01/02/1988,Male,CL,24,231,155,431,10,SG,206,75,27,8356
18473,Benjamen,Aizikovitch,12/02/1972,Male,CN,21,110,155,259,6,PF,191,72,32,1015
18474,Goran,Bruno,29/04/1989,Male,FI,35,305,116,27,7,PF,195,72,20,17563
18475,Therine,Kleinerman,21/02/1984,Bigender,CA,16,480,248,86,9,PF,185,90,8,12292
18476,Bili,Radmer,19/07/1981,Female,UA,11,292,89,149,7,PG,204,67,16,11222
18477,Madelaine,Lasham,22/12/1979,Female,PT,29,991,154,272,5,SG,194,89,37,16433
18478,Bree,Klammt,16/04/1973,Female,PK,14,745,237,241,7,SF,196,76,28,11960
18479,Reinhold,Hurcombe,15/11/1971,Male,RU,11,192,156,484,2,SG,197,69,26,475
18480,Bordie,Schapero,18/09/1961,Male,US,20,234,68,322,7,SF,187,69,23,11676
18481,Hailee,Willsmore,20/03/1972,Female,CN,30,768,444,175,2,SF,187,73,13,7427
18482,Melanie,Kenset,02/03/1987,Female,ID,3,181,369,350,7,SG,209,85,17,6627
18483,Stephenie,Oxborrow,27/01/1969,Female,US,9,76,127,390,8,SG,195,64,8,4210
18484,Analiese,Kirman,29/03/1960,Female,AU,30,254,92,266,4,PG,205,71,14,10069
18485,Mela,De Meyer,16/01/1976,Female,MX,25,683,370,239,7,SF,200,60,31,2248
18486,Tripp,Leming,26/06/1978,Male,TZ,11,181,483,64,8,PF,209,86,28,17631
18487,Hillard,Brugemann,17/01/1989,Male,BR,36,896,317,50,8,SG,190,61,6,10045
18488,Dare,Bodd,01/06/1972,Male,PH,9,2,457,321,10,SG,192,72,30,8061
18489,Marysa,Bellhouse,15/12/1961,Female,PK,40,282,196,251,2,SG,204,66,39,15663
18490,Coral,Garthland,22/07/1962,Female,AR,40,425,310,450,6,PF,200,61,33,13947
18491,Dulsea,Cattonnet,20/05/1985,Female,BW,2,574,328,489,2,PF,210,70,25,4067
18492,Dulciana,Whyler,02/02/1970,Genderfluid,CN,7,544,185,315,9,PG,208,77,38,11951
18493,Claudette,Northwood,21/07/1988,Female,PL,35,493,450,500,8,SG,189,66,28,7951
18494,Elspeth,Ellum,02/10/1969,Female,KZ,5,845,59,317,10,SF,196,86,33,8220
18495,Dougie,Sherrocks,07/04/1962,Male,ID,37,88,111,101,4,PF,194,80,9,16604
18496,Gard,Jacox,19/08/1983,Male,TD,6,549,350,421,7,PF,193,69,4,18139
18497,Charleen,Ogger,24/05/1976,Female,CN,34,61,123,400,6,SG,207,90,9,19760
18498,Kristopher,Freed,05/10/1989,Male,BR,24,920,440,54,2,PG,191,80,3,15539
18499,Krysta,Medlen,31/03/1988,Female,ID,1,379,496,500,9,PF,209,74,10,16756
18500,Randie,Gilleson,23/03/1984,Female,CN,4,450,360,140,7,PF,187,85,5,10715
18501,Page,Bertomeu,24/01/1983,Male,FI,3,183,298,291,4,PF,189,60,17,12836
18502,Netti,Bour,17/04/1962,Agender,RU,4,189,389,289,2,SF,197,88,4,11551
18503,Steve,Grzeszczak,10/05/1975,Male,RU,4,843,195,148,7,PG,204,88,39,13933
18504,Darya,Keford,12/11/1960,Female,ID,11,339,173,268,4,PF,203,83,14,5908
18505,Christy,Brady,21/05/1960,Male,CN,3,892,249,141,3,SG,201,81,24,11184
18506,Clyve,Lorek,04/09/1983,Male,PH,11,928,449,267,9,SG,196,70,27,14747
18507,Rosetta,Born,29/01/1984,Female,GR,20,953,497,179,6,SG,210,78,39,18006
18508,Sabrina,Benech,07/01/1979,Agender,PE,14,962,489,374,4,C,210,84,4,9555
18509,Alexandr,Kemmis,29/12/1982,Male,PL,30,456,139,9,8,SG,201,74,10,4570
18510,Maximo,Heatley,23/02/1979,Genderfluid,KP,12,323,108,452,7,PG,202,60,4,11979
18511,Berta,Strippling,23/10/1983,Female,KR,35,959,84,276,5,C,197,81,13,6413
18512,Lyn,Gallimore,06/06/1981,Female,MK,15,827,452,264,5,C,190,71,25,5240
18513,Morris,Wakeman,06/09/1979,Male,PT,12,226,272,69,3,PF,196,71,11,4546
18514,Rodolfo,Klainer,11/07/1960,Agender,MY,35,924,200,37,8,PG,191,82,17,609
18515,Miner,Flack,19/05/1979,Male,JP,35,63,122,204,4,PG,185,64,21,18097
18516,Ferdinande,Sheilds,19/01/1969,Female,HR,38,754,133,303,10,SF,191,77,2,19809
18517,Tamma,Betonia,08/06/1977,Female,ID,15,149,137,472,8,C,206,69,38,5178
18518,Erl,Ivel,11/04/1967,Male,CN,14,745,221,233,6,PG,196,65,3,4226
18519,Orran,Mangeney,31/03/1968,Male,GR,21,661,198,106,5,C,205,75,7,2379
18520,Wallas,Giffaut,07/03/1985,Male,PH,15,473,47,288,2,C,188,88,28,4930
18521,Idalia,O'Mailey,04/09/1970,Female,ID,35,622,141,305,7,C,185,66,30,3078
18522,Rebbecca,Bedding,07/11/1981,Female,VE,3,611,349,163,4,SG,187,77,35,18770
18523,Laurena,Stearley,13/06/1978,Bigender,CN,39,744,393,97,9,C,201,76,39,15686
18524,Duffy,Gwinnett,22/02/1981,Bigender,ID,12,979,454,438,6,PF,185,88,16,1285
18525,Vinny,Duny,11/07/1968,Male,GR,18,981,11,425,3,SG,206,77,34,18507
18526,Alanna,Maron,26/11/1980,Female,CN,33,524,474,3,1,C,185,76,21,11923
18527,Carla,Darrigoe,13/01/1978,Polygender,SE,25,181,79,432,6,PG,207,62,10,17415
18528,Corney,Scraney,03/04/1988,Male,ID,33,160,204,39,7,PF,209,83,19,6444
18529,Luz,Edgell,04/12/1975,Female,ID,37,542,157,326,3,SG,197,61,2,7152
18530,Evita,McCroft,08/01/1967,Female,CN,31,877,470,124,2,SF,186,89,40,74
18531,Quintus,Alam,05/03/1984,Male,RU,22,341,219,126,10,PG,210,70,36,11956
18532,Derk,Philpault,01/11/1968,Male,CN,28,544,324,144,2,SF,186,67,18,15053
18533,Kellia,Bollard,03/05/1971,Female,CN,21,904,5,131,7,PG,202,81,7,15909
18534,Lyndy,Aps,22/12/1973,Female,PH,37,903,43,400,9,SG,187,90,33,19571
18535,Auroora,Ferryman,26/03/1971,Female,JP,30,515,477,47,7,SF,187,76,15,18702
18536,Brice,Davis,24/02/1968,Male,PT,21,747,296,175,9,SF,186,62,19,10955
18537,Karly,Shoard,01/03/1984,Female,PT,1,146,359,388,3,SF,196,65,2,19504
18538,Jerome,Calabry,25/09/1966,Agender,SO,34,426,67,5,4,PG,193,89,35,14168
18539,Tiffanie,Garbert,11/05/1971,Female,FR,8,447,340,338,7,C,209,90,13,16612
18540,Darrel,Sherrell,15/09/1975,Non-binary,AR,15,9,218,461,9,PG,192,62,36,13140
18541,Mariam,Zuan,24/11/1964,Female,CN,7,503,66,140,1,SF,192,79,3,8753
18542,Darryl,Headey,07/03/1972,Genderqueer,FR,34,769,135,288,8,PG,198,80,8,9742
18543,Raoul,Dewire,11/07/1961,Non-binary,CN,38,179,195,223,2,SG,199,69,23,19431
18544,Corena,Perel,01/06/1982,Agender,FR,3,858,205,379,6,SG,209,63,25,6254
18545,Christy,Scotchbrook,16/12/1961,Agender,RU,17,746,120,446,4,SF,193,76,1,8489
18546,Kare,Geddes,12/05/1986,Female,PT,11,601,395,359,4,PG,209,61,15,18253
18547,Darin,Yegorev,10/01/1972,Male,SE,38,576,186,32,8,SG,195,80,17,19049
18548,Manon,Sauvage,08/07/1985,Female,DO,37,724,301,375,10,PF,205,87,23,2034
18549,Goldie,Vicarey,02/05/1977,Female,MX,19,542,273,112,3,PF,190,75,18,13066
18550,Hewet,Ranken,07/11/1977,Male,CZ,22,436,361,415,1,PG,199,90,34,16935
18551,Dominique,MacGorman,17/09/1985,Female,PT,1,149,201,440,6,SF,194,75,19,8520
18552,Dudley,Luthwood,28/01/1963,Male,VN,34,223,357,140,10,PG,198,72,22,2444
18553,Rochelle,Rishbrook,21/03/1973,Female,PH,5,618,287,169,8,C,199,83,32,15930
18554,Janeen,Haily,09/04/1961,Genderfluid,JP,12,992,61,308,10,SF,198,85,36,9561
18555,Alane,Lakenden,15/04/1980,Female,CA,31,569,433,230,2,SF,209,89,5,11594
18556,Marcie,Pyford,05/05/1980,Bigender,FI,25,986,240,377,1,C,203,72,8,2618
18557,Corine,Blaschke,30/12/1969,Female,BO,34,968,322,398,1,C,190,76,31,10498
18558,Gerta,Rimmer,16/08/1985,Female,ID,3,202,169,153,6,PG,192,87,28,15060
18559,Collette,Waumsley,02/07/1980,Female,AR,29,966,211,446,1,PF,187,76,20,19793
18560,Ellynn,Kenealy,28/07/1986,Female,ES,8,418,332,278,1,C,209,86,12,5724
18561,Jory,De La Hay,25/10/1972,Male,CN,13,880,113,159,4,SG,204,77,12,11193
18562,Trisha,Hacket,17/06/1978,Female,CA,22,645,327,301,8,SG,186,60,30,16623
18563,Adria,Skentelbury,26/05/1978,Female,GN,5,270,107,180,2,PG,210,81,11,5389
18564,Tulley,Robichon,16/04/1960,Male,JP,22,715,224,47,4,C,209,78,18,10673
18565,Helge,Dewane,03/01/1977,Female,JP,18,673,121,171,10,PG,207,68,37,17605
18566,Karlen,Jantel,28/03/1979,Female,VN,38,633,363,79,1,C,191,62,8,13069
18567,Berkly,Honig,16/11/1987,Male,PT,19,588,364,39,3,SG,185,61,24,2934
18568,Antons,Galliard,14/06/1987,Male,CN,33,529,123,167,7,SF,197,71,29,3393
18569,Daisey,Harroll,28/10/1980,Female,AR,37,589,231,493,3,SG,187,80,40,19448
18570,Emmaline,Fegan,15/08/1983,Female,IE,15,655,91,121,4,SG,190,86,24,13388
18571,Sibylle,Eltone,04/04/1963,Female,JP,20,345,454,107,1,SG,186,77,32,3388
18572,Kerk,Obray,22/11/1972,Male,ID,10,589,58,412,4,PG,198,70,37,15384
18573,Marc,Bourke,27/11/1965,Male,AL,19,799,365,7,10,PG,186,79,20,19171
18574,Christal,MacMenamie,18/02/1979,Female,GN,24,940,137,135,9,SG,199,74,6,2712
18575,Teresina,Tomczynski,20/08/1984,Non-binary,AR,7,313,210,405,1,PG,192,65,7,4711
18576,Conant,Krolle,27/11/1967,Male,CA,31,140,329,398,3,SF,204,89,29,4888
18577,Nichole,Cars,19/01/1971,Male,SE,29,403,286,107,3,SF,205,68,6,9338
18578,Corrie,Gaffer,22/05/1970,Female,CN,36,913,171,446,4,SG,186,65,9,9146
18579,Lotta,Milverton,15/04/1986,Female,BR,36,371,16,178,5,SG,205,88,24,16795
18580,Prudy,Greetland,21/04/1978,Female,SI,18,654,449,412,9,SF,206,71,24,17498
18581,Wilhelm,Ginie,31/05/1982,Non-binary,ID,5,476,91,169,5,PG,207,71,18,2158
18582,Jenifer,McCreedy,16/01/1970,Female,ID,24,932,74,371,3,SG,204,69,8,12237
18583,Demott,Lanfare,26/11/1978,Male,SE,14,954,91,62,5,C,196,86,5,12064
18584,Oren,MacConnulty,28/07/1989,Male,CN,2,129,433,196,5,SG,192,66,18,4864
18585,Hurley,Larkworthy,06/03/1974,Male,US,9,91,463,97,4,PF,209,89,22,5363
18586,Jackqueline,Mailey,10/03/1967,Female,US,17,994,57,241,7,C,185,86,20,7092
18587,Marwin,Hemphall,31/10/1979,Male,JP,10,704,240,367,8,PF,207,63,18,6362
18588,Ellsworth,Arnaldy,09/03/1971,Male,AM,30,964,186,444,4,C,208,63,30,9290
18589,Joseph,Irvine,02/05/1980,Male,SI,30,833,124,321,3,SG,210,69,29,15978
18590,Dunstan,Chaucer,17/07/1971,Male,TH,12,446,311,291,3,SG,199,62,2,16447
18591,Karine,Aleksic,23/12/1978,Female,CN,2,473,499,467,1,PG,196,63,9,3584
18592,Artie,Jori,13/05/1961,Male,PH,28,661,50,52,5,SF,194,72,1,7992
18593,Theda,Blade,01/03/1982,Female,CN,14,279,330,337,2,SF,187,68,13,3148
18594,Ossie,Syddall,07/01/1972,Male,AF,29,915,357,424,2,SG,194,66,38,17726
18595,Tabbie,Aldridge,04/12/1980,Female,NG,29,745,363,429,6,SF,197,62,17,13702
18596,Chilton,Gowling,25/06/1979,Male,FM,16,141,436,107,3,C,196,62,34,17151
18597,Elfie,Stormouth,12/08/1986,Female,GR,9,563,407,259,9,SF,208,81,29,17544
18598,Eirena,Hadgraft,13/12/1982,Female,PL,24,125,471,66,3,SG,188,76,34,19535
18599,Kaiser,Harroway,13/11/1973,Polygender,US,13,647,119,367,7,PG,208,70,27,6297
18600,Flossy,Vedenyapin,20/12/1972,Female,JP,31,570,57,335,10,SF,199,90,40,1850
18601,Bendite,Ring,08/06/1976,Female,SE,2,524,23,98,2,C,205,69,33,6722
18602,Crichton,Ferrieres,15/08/1964,Male,CN,35,9,21,428,3,PF,191,83,37,18720
18603,Ronny,Piell,25/07/1964,Male,CN,23,280,38,173,2,PF,208,73,12,5173
18604,Marleen,Paolo,12/05/1974,Female,US,20,587,76,348,3,C,208,69,17,17639
18605,Mario,Stamp,10/05/1987,Male,FR,39,950,481,254,1,C,190,89,5,13498
18606,Boris,Craigmile,22/07/1989,Male,FR,9,68,341,217,8,C,198,73,16,10620
18607,Sheff,Reisenberg,15/08/1961,Male,VN,17,253,164,150,9,PG,210,73,30,9891
18608,Anthony,Burley,15/02/1967,Polygender,RU,14,950,298,286,9,PG,186,89,8,16605
18609,Ansel,Lovitt,01/09/1984,Male,FR,3,413,27,8,5,PF,189,82,33,5784
18610,Chandal,Bagg,04/12/1969,Female,MX,7,769,451,48,9,C,185,77,16,8557
18611,Halli,O' Mullane,20/08/1971,Female,PE,30,904,67,251,5,C,207,65,21,6155
18612,Marcelle,Prestige,12/04/1968,Female,KR,28,136,438,267,5,SF,206,84,34,5539
18613,Irving,Pusill,22/12/1971,Male,RU,7,64,392,443,6,SG,186,82,2,10806
18614,Any,Samuel,14/08/1973,Male,KM,27,867,157,250,7,SF,201,77,18,7663
18615,Ranna,Mowat,23/01/1979,Female,RU,19,295,161,190,1,PF,210,81,9,2280
18616,Addy,Moran,23/11/1964,Female,PL,29,940,121,381,10,C,197,67,20,5831
18617,Davie,Rowlands,13/05/1961,Male,CN,27,553,36,448,3,SG,207,75,4,13761
18618,Zorine,Maulden,13/09/1982,Female,GR,14,589,449,177,1,SG,197,85,9,420
18619,Vinny,Greenley,19/01/1974,Male,BR,8,679,497,455,9,SF,190,87,23,1549
18620,Winnifred,Rigler,19/10/1972,Female,PH,25,883,187,200,9,C,209,65,16,8154
18621,Freedman,Whiteman,05/01/1980,Male,ID,19,80,269,297,4,PF,187,73,9,4400
18622,Fred,Nellis,31/10/1980,Genderqueer,PH,1,924,157,321,10,SF,201,60,35,9622
18623,Jay,Emilien,06/02/1962,Male,JP,9,716,94,199,8,PF,209,70,4,1990
18624,Aurelie,Folomin,12/11/1986,Female,GR,28,479,237,409,6,SG,210,71,10,2215
18625,Lambert,Baskett,31/01/1974,Male,RU,21,762,216,279,7,PF,186,64,37,52
18626,Sallyanne,Kyrkeman,13/11/1979,Agender,PS,25,337,316,491,9,C,208,60,11,514
18627,Beauregard,Hassey,31/07/1966,Male,PT,37,264,318,435,5,SG,189,65,4,13493
18628,Elisa,McKim,06/11/1987,Female,PH,3,787,63,365,2,PG,192,79,20,7480
18629,Kin,Gairdner,22/11/1970,Male,CN,27,12,101,330,1,C,207,71,40,4042
18630,Ludovico,Tiery,27/03/1965,Male,PH,13,387,382,9,8,C,201,71,32,11978
18631,Byram,Polland,20/08/1979,Male,BR,9,120,263,172,5,C,194,80,19,3224
18632,Marrilee,Witcherley,02/06/1965,Female,PL,29,387,154,11,9,PF,199,88,25,19736
18633,Tillie,Mosby,14/06/1989,Female,CN,20,149,117,22,10,PF,209,80,38,12215
18634,Vivianna,Webb-Bowen,28/09/1970,Female,PH,9,614,326,226,8,SG,205,89,32,11372
18635,Annie,Sloss,07/10/1963,Female,CL,3,763,87,243,8,SG,198,62,16,12071
18636,Oliy,Pringley,06/02/1975,Female,FR,15,953,480,53,3,PG,186,65,33,7657
18637,Obie,Gail,03/05/1978,Male,CN,12,517,354,60,10,SF,202,86,5,13753
18638,Annora,Grotty,22/05/1978,Female,BR,24,361,489,441,3,PG,200,79,4,13994
18639,Glyn,O' Driscoll,19/10/1980,Female,CN,39,344,294,395,6,SF,205,78,15,408
